wordform,fst_analyses
mizhogoyangiban,"['mizhwi+VTA+Cnj+Pos+Prt+0PlSubj+InclObj', 'mizho+VTA+Cnj+Pos+Prt+0PlSubj+InclObj', 'mizhwi+VTA+Cnj+Pos+Prt+0SgSubj+InclObj', 'mizho+VTA+Cnj+Pos+Prt+0SgSubj+InclObj']"
waabamigoyangiban,"['waabam+VTA+Cnj+Pos+Prt+0PlSubj+InclObj', 'waabam+VTA+Cnj+Pos+Prt+0SgSubj+InclObj']"
mizhosinonagoogoban,"['mizhwi+VTA+Cnj+Neg+Prt+1SgSubj+2PlObj', 'mizho+VTA+Cnj+Neg+Prt+1SgSubj+2PlObj']"
mizhonagoogoban,"['mizhwi+VTA+Cnj+Pos+Prt+1SgSubj+2PlObj', 'mizho+VTA+Cnj+Pos+Prt+1SgSubj+2PlObj']"
mizhosinowaambaan,"['mizhwi+VTA+Cnj+Neg+Prt+1SgSubj+2SgObj', 'mizho+VTA+Cnj+Neg+Prt+1SgSubj+2SgObj']"
mizhonaambaan,"['mizhwi+VTA+Cnj+Pos+Prt+1SgSubj+2SgObj', 'mizho+VTA+Cnj+Pos+Prt+1SgSubj+2SgObj']"
mawadisimaasiwagiban,"['mawadish+VTA+Cnj+Neg+Prt+1SgSubj+3PlObvObj', 'mawadish+VTA+Cnj+Neg+Prt+1SgSubj+3SgObvObj']"
miinimaasiwagiban,"['miizh+VTA+Cnj+Neg+Prt+1SgSubj+3PlObvObj', 'miizh+VTA+Cnj+Neg+Prt+1SgSubj+3SgObvObj']"
mikawimaasiwagiban,"['mikaw+VTA+Cnj+Neg+Prt+1SgSubj+3PlObvObj', 'mikaw+VTA+Cnj+Neg+Prt+1SgSubj+3SgObvObj']"
mizhomaasiwagiban,"['mizhwi+VTA+Cnj+Neg+Prt+1SgSubj+3PlObvObj', 'mizho+VTA+Cnj+Neg+Prt+1SgSubj+3PlObvObj', 'mizhwi+VTA+Cnj+Neg+Prt+1SgSubj+3SgObvObj', 'mizho+VTA+Cnj+Neg+Prt+1SgSubj+3SgObvObj']"
waabamimaasiwagiban,"['waabam+VTA+Cnj+Neg+Prt+1SgSubj+3PlObvObj', 'waabam+VTA+Cnj+Neg+Prt+1SgSubj+3SgObvObj']"
mawadisimagiban,"['mawadish+VTA+Cnj+Pos+Prt+1SgSubj+3SgObvObj', 'mawadish+VTA+Cnj+Pos+Prt+1SgSubj+3PlObvObj']"
miinimagiban,"['miizh+VTA+Cnj+Pos+Prt+1SgSubj+3SgObvObj', 'miizh+VTA+Cnj+Pos+Prt+1SgSubj+3PlObvObj']"
mikawimagiban,"['mikaw+VTA+Cnj+Pos+Prt+1SgSubj+3SgObvObj', 'mikaw+VTA+Cnj+Pos+Prt+1SgSubj+3PlObvObj']"
mizhomagiban,"['mizhwi+VTA+Cnj+Pos+Prt+1SgSubj+3SgObvObj', 'mizho+VTA+Cnj+Pos+Prt+1SgSubj+3SgObvObj', 'mizhwi+VTA+Cnj+Pos+Prt+1SgSubj+3PlObvObj', 'mizho+VTA+Cnj+Pos+Prt+1SgSubj+3PlObvObj']"
waabamimagiban,"['waabam+VTA+Cnj+Pos+Prt+1SgSubj+3SgObvObj', 'waabam+VTA+Cnj+Pos+Prt+1SgSubj+3PlObvObj']"
mizhwaasiwagwaaban,"['mizhwi+VTA+Cnj+Neg+Prt+1SgSubj+3PlProxObj', 'mizho+VTA+Cnj+Neg+Prt+1SgSubj+3PlProxObj']"
mizhwagwaaban,"['mizhwi+VTA+Cnj+Pos+Prt+1SgSubj+3PlProxObj', 'mizho+VTA+Cnj+Pos+Prt+1SgSubj+3PlProxObj']"
mizhwaasiwagiban,"['mizhwi+VTA+Cnj+Neg+Prt+1SgSubj+3SgProxObj', 'mizho+VTA+Cnj+Neg+Prt+1SgSubj+3SgProxObj']"
mizhwagiban,"['mizhwi+VTA+Cnj+Pos+Prt+1SgSubj+3SgProxObj', 'mizho+VTA+Cnj+Pos+Prt+1SgSubj+3SgProxObj']"
mikawisiwegiban,"['mikaw+VTA+Cnj+Neg+Prt+2PlSubj+1SgObj', 'mikawi+VAI+Cnj+Neg+Prt+2PlSubj']"
mizhosiwegiban,"['mizhwi+VTA+Cnj+Neg+Prt+2PlSubj+1SgObj', 'mizho+VTA+Cnj+Neg+Prt+2PlSubj+1SgObj']"
mikawiyegiban,"['mikaw+VTA+Cnj+Pos+Prt+2PlSubj+1SgObj', 'mikawi+VAI+Cnj+Pos+Prt+2PlSubj']"
mizhoyegiban,"['mizhwi+VTA+Cnj+Pos+Prt+2PlSubj+1SgObj', 'mizho+VTA+Cnj+Pos+Prt+2PlSubj+1SgObj']"
mawadisimaasiwegiban,"['mawadish+VTA+Cnj+Neg+Prt+2PlSubj+3PlObvObj', 'mawadish+VTA+Cnj+Neg+Prt+2PlSubj+3SgObvObj']"
miinimaasiwegiban,"['miizh+VTA+Cnj+Neg+Prt+2PlSubj+3PlObvObj', 'miizh+VTA+Cnj+Neg+Prt+2PlSubj+3SgObvObj']"
mikawimaasiwegiban,"['mikaw+VTA+Cnj+Neg+Prt+2PlSubj+3PlObvObj', 'mikaw+VTA+Cnj+Neg+Prt+2PlSubj+3SgObvObj']"
mizhomaasiwegiban,"['mizhwi+VTA+Cnj+Neg+Prt+2PlSubj+3PlObvObj', 'mizho+VTA+Cnj+Neg+Prt+2PlSubj+3PlObvObj', 'mizhwi+VTA+Cnj+Neg+Prt+2PlSubj+3SgObvObj', 'mizho+VTA+Cnj+Neg+Prt+2PlSubj+3SgObvObj']"
waabamimaasiwegiban,"['waabam+VTA+Cnj+Neg+Prt+2PlSubj+3PlObvObj', 'waabam+VTA+Cnj+Neg+Prt+2PlSubj+3SgObvObj']"
mawadisimegiban,"['mawadish+VTA+Cnj+Pos+Prt+2PlSubj+3SgObvObj', 'mawadish+VTA+Cnj+Pos+Prt+2PlSubj+3PlObvObj']"
miinimegiban,"['miizh+VTA+Cnj+Pos+Prt+2PlSubj+3SgObvObj', 'miizh+VTA+Cnj+Pos+Prt+2PlSubj+3PlObvObj']"
mikawimegiban,"['mikaw+VTA+Cnj+Pos+Prt+2PlSubj+3SgObvObj', 'mikaw+VTA+Cnj+Pos+Prt+2PlSubj+3PlObvObj']"
mizhomegiban,"['mizhwi+VTA+Cnj+Pos+Prt+2PlSubj+3SgObvObj', 'mizho+VTA+Cnj+Pos+Prt+2PlSubj+3SgObvObj', 'mizhwi+VTA+Cnj+Pos+Prt+2PlSubj+3PlObvObj', 'mizho+VTA+Cnj+Pos+Prt+2PlSubj+3PlObvObj']"
waabamimegiban,"['waabam+VTA+Cnj+Pos+Prt+2PlSubj+3SgObvObj', 'waabam+VTA+Cnj+Pos+Prt+2PlSubj+3PlObvObj']"
mizhwaasiwegwaaban,"['mizhwi+VTA+Cnj+Neg+Prt+2PlSubj+3PlProxObj', 'mizho+VTA+Cnj+Neg+Prt+2PlSubj+3PlProxObj']"
mizhwegwaaban,"['mizhwi+VTA+Cnj+Pos+Prt+2PlSubj+3PlProxObj', 'mizho+VTA+Cnj+Pos+Prt+2PlSubj+3PlProxObj']"
mizhwaasiwegiban,"['mizhwi+VTA+Cnj+Neg+Prt+2PlSubj+3SgProxObj', 'mizho+VTA+Cnj+Neg+Prt+2PlSubj+3SgProxObj']"
mizhwegiban,"['mizhwi+VTA+Cnj+Pos+Prt+2PlSubj+3SgProxObj', 'mizho+VTA+Cnj+Pos+Prt+2PlSubj+3SgProxObj']"
mawadishisiwaangiban,"['mawadish+VTA+Cnj+Neg+Prt+2SgSubj+ExclObj', 'mawadish+VTA+Cnj+Neg+Prt+2PlSubj+ExclObj']"
miizhisiwaangiban,"['miizh+VTA+Cnj+Neg+Prt+2SgSubj+ExclObj', 'miizh+VTA+Cnj+Neg+Prt+2PlSubj+ExclObj']"
mikawisiwaangiban,"['mikaw+VTA+Cnj+Neg+Prt+2SgSubj+ExclObj', 'mikaw+VTA+Cnj+Neg+Prt+2PlSubj+ExclObj', 'mikawi+VAI+Cnj+Neg+Prt+ExclSubj']"
mizhosiwaangiban,"['mizhwi+VTA+Cnj+Neg+Prt+2SgSubj+ExclObj', 'mizho+VTA+Cnj+Neg+Prt+2SgSubj+ExclObj', 'mizhwi+VTA+Cnj+Neg+Prt+2PlSubj+ExclObj', 'mizho+VTA+Cnj+Neg+Prt+2PlSubj+ExclObj']"
waabamisiwaangiban,"['waabam+VTA+Cnj+Neg+Prt+2SgSubj+ExclObj', 'waabam+VTA+Cnj+Neg+Prt+2PlSubj+ExclObj']"
mawadishiyaangiban,"['mawadish+VTA+Cnj+Pos+Prt+2SgSubj+ExclObj', 'mawadish+VTA+Cnj+Pos+Prt+2PlSubj+ExclObj']"
miizhiyaangiban,"['miizh+VTA+Cnj+Pos+Prt+2SgSubj+ExclObj', 'miizh+VTA+Cnj+Pos+Prt+2PlSubj+ExclObj']"
mikawiyaangiban,"['mikaw+VTA+Cnj+Pos+Prt+2SgSubj+ExclObj', 'mikaw+VTA+Cnj+Pos+Prt+2PlSubj+ExclObj', 'mikawi+VAI+Cnj+Pos+Prt+ExclSubj']"
mizhoyaangiban,"['mizhwi+VTA+Cnj+Pos+Prt+2SgSubj+ExclObj', 'mizho+VTA+Cnj+Pos+Prt+2SgSubj+ExclObj', 'mizhwi+VTA+Cnj+Pos+Prt+2PlSubj+ExclObj', 'mizho+VTA+Cnj+Pos+Prt+2PlSubj+ExclObj']"
waabamiyaangiban,"['waabam+VTA+Cnj+Pos+Prt+2SgSubj+ExclObj', 'waabam+VTA+Cnj+Pos+Prt+2PlSubj+ExclObj']"
mikawisiwamban,"['mikaw+VTA+Cnj+Neg+Prt+2SgSubj+1SgObj', 'mikawi+VAI+Cnj+Neg+Prt+2SgSubj']"
mizhosiwamban,"['mizhwi+VTA+Cnj+Neg+Prt+2SgSubj+1SgObj', 'mizho+VTA+Cnj+Neg+Prt+2SgSubj+1SgObj']"
mikawiyamban,"['mikaw+VTA+Cnj+Pos+Prt+2SgSubj+1SgObj', 'mikawi+VAI+Cnj+Pos+Prt+2SgSubj']"
mizhoyamban,"['mizhwi+VTA+Cnj+Pos+Prt+2SgSubj+1SgObj', 'mizho+VTA+Cnj+Pos+Prt+2SgSubj+1SgObj']"
mawadisimaasiwadiban,"['mawadish+VTA+Cnj+Neg+Prt+2SgSubj+3PlObvObj', 'mawadish+VTA+Cnj+Neg+Prt+2SgSubj+3SgObvObj']"
miinimaasiwadiban,"['miizh+VTA+Cnj+Neg+Prt+2SgSubj+3PlObvObj', 'miizh+VTA+Cnj+Neg+Prt+2SgSubj+3SgObvObj']"
mikawimaasiwadiban,"['mikaw+VTA+Cnj+Neg+Prt+2SgSubj+3PlObvObj', 'mikaw+VTA+Cnj+Neg+Prt+2SgSubj+3SgObvObj']"
mizhomaasiwadiban,"['mizhwi+VTA+Cnj+Neg+Prt+2SgSubj+3PlObvObj', 'mizho+VTA+Cnj+Neg+Prt+2SgSubj+3PlObvObj', 'mizhwi+VTA+Cnj+Neg+Prt+2SgSubj+3SgObvObj', 'mizho+VTA+Cnj+Neg+Prt+2SgSubj+3SgObvObj']"
waabamimaasiwadiban,"['waabam+VTA+Cnj+Neg+Prt+2SgSubj+3PlObvObj', 'waabam+VTA+Cnj+Neg+Prt+2SgSubj+3SgObvObj']"
mawadisimadiban,"['mawadish+VTA+Cnj+Pos+Prt+2SgSubj+3SgObvObj', 'mawadish+VTA+Cnj+Pos+Prt+2SgSubj+3PlObvObj']"
miinimadiban,"['miizh+VTA+Cnj+Pos+Prt+2SgSubj+3SgObvObj', 'miizh+VTA+Cnj+Pos+Prt+2SgSubj+3PlObvObj']"
mikawimadiban,"['mikaw+VTA+Cnj+Pos+Prt+2SgSubj+3SgObvObj', 'mikaw+VTA+Cnj+Pos+Prt+2SgSubj+3PlObvObj']"
mizhomadiban,"['mizhwi+VTA+Cnj+Pos+Prt+2SgSubj+3SgObvObj', 'mizho+VTA+Cnj+Pos+Prt+2SgSubj+3SgObvObj', 'mizhwi+VTA+Cnj+Pos+Prt+2SgSubj+3PlObvObj', 'mizho+VTA+Cnj+Pos+Prt+2SgSubj+3PlObvObj']"
waabamimadiban,"['waabam+VTA+Cnj+Pos+Prt+2SgSubj+3SgObvObj', 'waabam+VTA+Cnj+Pos+Prt+2SgSubj+3PlObvObj']"
mizhwaasiwadwaaban,"['mizhwi+VTA+Cnj+Neg+Prt+2SgSubj+3PlProxObj', 'mizho+VTA+Cnj+Neg+Prt+2SgSubj+3PlProxObj']"
mizhwadwaaban,"['mizhwi+VTA+Cnj+Pos+Prt+2SgSubj+3PlProxObj', 'mizho+VTA+Cnj+Pos+Prt+2SgSubj+3PlProxObj']"
mizhwaasiwadiban,"['mizhwi+VTA+Cnj+Neg+Prt+2SgSubj+3SgProxObj', 'mizho+VTA+Cnj+Neg+Prt+2SgSubj+3SgProxObj']"
mizhwadiban,"['mizhwi+VTA+Cnj+Pos+Prt+2SgSubj+3SgProxObj', 'mizho+VTA+Cnj+Pos+Prt+2SgSubj+3SgProxObj']"
mikawisigwaaban,"['mikaw+VTA+Cnj+Neg+Prt+3PlProxSubj+1SgObj', 'mikawi+VAI+Cnj+Neg+Prt+3PlProxSubj']"
mizhosigwaaban,"['mizhwi+VTA+Cnj+Neg+Prt+3PlProxSubj+1SgObj', 'mizho+VTA+Cnj+Neg+Prt+3PlProxSubj+1SgObj']"
mikawiwaapan,"['mikaw+VTA+Cnj+Pos+Prt+3PlProxSubj+1SgObj', 'mikawi+VAI+Cnj+Pos+Prt+3PlProxSubj']"
mizhowaapan,"['mizhwi+VTA+Cnj+Pos+Prt+3PlProxSubj+1SgObj', 'mizho+VTA+Cnj+Pos+Prt+3PlProxSubj+1SgObj']"
mizhosinowegwaaban,"['mizhwi+VTA+Cnj+Neg+Prt+3PlProxSubj+2SgObj', 'mizho+VTA+Cnj+Neg+Prt+3PlProxSubj+2SgObj']"
mizhonegwaaban,"['mizhwi+VTA+Cnj+Pos+Prt+3PlProxSubj+2SgObj', 'mizho+VTA+Cnj+Pos+Prt+3PlProxSubj+2SgObj']"
mawadisaasigwaaban,"['mawadish+VTA+Cnj+Neg+Prt+3PlProxSubj+3PlObvObj', 'mawadish+VTA+Cnj+Neg+Prt+3PlProxSubj+3SgObvObj']"
miinaasigwaaban,"['miizh+VTA+Cnj+Neg+Prt+3PlProxSubj+3PlObvObj', 'miizh+VTA+Cnj+Neg+Prt+3PlProxSubj+3SgObvObj']"
mikawaasigwaaban,"['mikaw+VTA+Cnj+Neg+Prt+3PlProxSubj+3PlObvObj', 'mikaw+VTA+Cnj+Neg+Prt+3PlProxSubj+3SgObvObj']"
mizhwaasigwaaban,"['mizhwi+VTA+Cnj+Neg+Prt+3PlProxSubj+3PlObvObj', 'mizho+VTA+Cnj+Neg+Prt+3PlProxSubj+3PlObvObj', 'mizhwi+VTA+Cnj+Neg+Prt+3PlProxSubj+3SgObvObj', 'mizho+VTA+Cnj+Neg+Prt+3PlProxSubj+3SgObvObj']"
waabamaasigwaaban,"['waabam+VTA+Cnj+Neg+Prt+3PlProxSubj+3PlObvObj', 'waabam+VTA+Cnj+Neg+Prt+3PlProxSubj+3SgObvObj']"
mawadisaawaapan,"['mawadish+VTA+Cnj+Pos+Prt+3PlProxSubj+3PlObvObj', 'mawadish+VTA+Cnj+Pos+Prt+3PlProxSubj+3SgObvObj']"
miinaawaapan,"['miizh+VTA+Cnj+Pos+Prt+3PlProxSubj+3PlObvObj', 'miizh+VTA+Cnj+Pos+Prt+3PlProxSubj+3SgObvObj']"
mikawaawaapan,"['mikaw+VTA+Cnj+Pos+Prt+3PlProxSubj+3PlObvObj', 'mikaw+VTA+Cnj+Pos+Prt+3PlProxSubj+3SgObvObj']"
mizhwaawaapan,"['mizhwi+VTA+Cnj+Pos+Prt+3PlProxSubj+3PlObvObj', 'mizho+VTA+Cnj+Pos+Prt+3PlProxSubj+3PlObvObj', 'mizhwi+VTA+Cnj+Pos+Prt+3PlProxSubj+3SgObvObj', 'mizho+VTA+Cnj+Pos+Prt+3PlProxSubj+3SgObvObj']"
waabamaawaapan,"['waabam+VTA+Cnj+Pos+Prt+3PlProxSubj+3PlObvObj', 'waabam+VTA+Cnj+Pos+Prt+3PlProxSubj+3SgObvObj']"
mizhosinowangidwaaban,"['mizhwi+VTA+Cnj+Neg+Prt+3PlProxSubj+ExclObj', 'mizho+VTA+Cnj+Neg+Prt+3PlProxSubj+ExclObj']"
mawadisigooyaangiban,"['mawadish+VTA+Cnj+Pos+Prt+3PlProxSubj+ExclObj', 'mawadish+VTA+Cnj+Pos+Prt+3SgProxSubj+ExclObj', 'mawadish+VTA+Cnj+Pos+Prt+XSubj+ExclObj']"
miinigooyaangiban,"['miizh+VTA+Cnj+Pos+Prt+3PlProxSubj+ExclObj', 'miizh+VTA+Cnj+Pos+Prt+3SgProxSubj+ExclObj', 'miizh+VTA+Cnj+Pos+Prt+XSubj+ExclObj']"
mikaagooyaangiban,"['mikaw+VTA+Cnj+Pos+Prt+3PlProxSubj+ExclObj', 'mikaw+VTA+Cnj+Pos+Prt+XSubj+ExclObj', 'mikaw+VTA+Cnj+Pos+Prt+3SgProxSubj+ExclObj']"
mizhogooyaangiban,"['mizhwi+VTA+Cnj+Pos+Prt+3PlProxSubj+ExclObj', 'mizho+VTA+Cnj+Pos+Prt+3PlProxSubj+ExclObj', 'mizhwi+VTA+Cnj+Pos+Prt+3SgProxSubj+ExclObj', 'mizho+VTA+Cnj+Pos+Prt+3SgProxSubj+ExclObj', 'mizhwi+VTA+Cnj+Pos+Prt+XSubj+ExclObj', 'mizho+VTA+Cnj+Pos+Prt+XSubj+ExclObj']"
waabamigooyaangiban,"['waabam+VTA+Cnj+Pos+Prt+3PlProxSubj+ExclObj', 'waabam+VTA+Cnj+Pos+Prt+3SgProxSubj+ExclObj', 'waabam+VTA+Cnj+Pos+Prt+XSubj+ExclObj']"
mizhosinowangwaaban,"['mizhwi+VTA+Cnj+Neg+Prt+3PlProxSubj+InclObj', 'mizho+VTA+Cnj+Neg+Prt+3PlProxSubj+InclObj']"
mizhonangwaaban,"['mizhwi+VTA+Cnj+Pos+Prt+3PlProxSubj+InclObj', 'mizho+VTA+Cnj+Pos+Prt+3PlProxSubj+InclObj']"
mikawisigoban,"['mikaw+VTA+Cnj+Neg+Prt+3SgProxSubj+1SgObj', 'mikawi+VAI+Cnj+Neg+Prt+3SgProxSubj']"
mizhosigoban,"['mizhwi+VTA+Cnj+Neg+Prt+3SgProxSubj+1SgObj', 'mizho+VTA+Cnj+Neg+Prt+3SgProxSubj+1SgObj']"
mikawipan,"['mikaw+VTA+Cnj+Pos+Prt+3SgProxSubj+1SgObj', 'mikawi+VAI+Cnj+Pos+Prt+3SgProxSubj']"
mizhopan,"['mizhwi+VTA+Cnj+Pos+Prt+3SgProxSubj+1SgObj', 'mizho+VTA+Cnj+Pos+Prt+3SgProxSubj+1SgObj']"
mawadisigoosiwamban,"['mawadish+VTA+Cnj+Neg+Prt+XSubj+2SgObj', 'mawadish+VTA+Cnj+Neg+Prt+3SgProxSubj+2PlObj']"
miinigoosiwamban,"['miizh+VTA+Cnj+Neg+Prt+XSubj+2SgObj', 'miizh+VTA+Cnj+Neg+Prt+3SgProxSubj+2PlObj']"
mikaagoosiwamban,"['mikaw+VTA+Cnj+Neg+Prt+3SgProxSubj+2PlObj', 'mikaw+VTA+Cnj+Neg+Prt+XSubj+2SgObj']"
mizhogoosiwamban,"['mizhwi+VTA+Cnj+Neg+Prt+XSubj+2SgObj', 'mizho+VTA+Cnj+Neg+Prt+XSubj+2SgObj', 'mizhwi+VTA+Cnj+Neg+Prt+3SgProxSubj+2PlObj', 'mizho+VTA+Cnj+Neg+Prt+3SgProxSubj+2PlObj']"
waabamigoosiwamban,"['waabam+VTA+Cnj+Neg+Prt+XSubj+2SgObj', 'waabam+VTA+Cnj+Neg+Prt+3SgProxSubj+2PlObj']"
mawadisigooyamban,"['mawadish+VTA+Cnj+Pos+Prt+3SgProxSubj+2PlObj', 'mawadish+VTA+Cnj+Pos+Prt+XSubj+2SgObj']"
miinigooyamban,"['miizh+VTA+Cnj+Pos+Prt+3SgProxSubj+2PlObj', 'miizh+VTA+Cnj+Pos+Prt+XSubj+2SgObj']"
mikaagooyamban,"['mikaw+VTA+Cnj+Pos+Prt+XSubj+2SgObj', 'mikaw+VTA+Cnj+Pos+Prt+3SgProxSubj+2PlObj']"
mizhogooyamban,"['mizhwi+VTA+Cnj+Pos+Prt+3SgProxSubj+2PlObj', 'mizho+VTA+Cnj+Pos+Prt+3SgProxSubj+2PlObj', 'mizhwi+VTA+Cnj+Pos+Prt+XSubj+2SgObj', 'mizho+VTA+Cnj+Pos+Prt+XSubj+2SgObj']"
waabamigooyamban,"['waabam+VTA+Cnj+Pos+Prt+3SgProxSubj+2PlObj', 'waabam+VTA+Cnj+Pos+Prt+XSubj+2SgObj']"
mizhosinowegiban,"['mizhwi+VTA+Cnj+Neg+Prt+3SgProxSubj+2SgObj', 'mizho+VTA+Cnj+Neg+Prt+3SgProxSubj+2SgObj']"
mizhonegiban,"['mizhwi+VTA+Cnj+Pos+Prt+3SgProxSubj+2SgObj', 'mizho+VTA+Cnj+Pos+Prt+3SgProxSubj+2SgObj']"
mawadisaasigoban,"['mawadish+VTA+Cnj+Neg+Prt+3SgProxSubj+3PlObvObj', 'mawadish+VTA+Cnj+Neg+Prt+3SgProxSubj+3SgObvObj']"
miinaasigoban,"['miizh+VTA+Cnj+Neg+Prt+3SgProxSubj+3PlObvObj', 'miizh+VTA+Cnj+Neg+Prt+3SgProxSubj+3SgObvObj']"
mikawaasigoban,"['mikaw+VTA+Cnj+Neg+Prt+3SgProxSubj+3PlObvObj', 'mikaw+VTA+Cnj+Neg+Prt+3SgProxSubj+3SgObvObj']"
mizhwaasigoban,"['mizhwi+VTA+Cnj+Neg+Prt+3SgProxSubj+3PlObvObj', 'mizho+VTA+Cnj+Neg+Prt+3SgProxSubj+3PlObvObj', 'mizhwi+VTA+Cnj+Neg+Prt+3SgProxSubj+3SgObvObj', 'mizho+VTA+Cnj+Neg+Prt+3SgProxSubj+3SgObvObj']"
waabamaasigoban,"['waabam+VTA+Cnj+Neg+Prt+3SgProxSubj+3PlObvObj', 'waabam+VTA+Cnj+Neg+Prt+3SgProxSubj+3SgObvObj']"
mawadisaapan,"['mawadish+VTA+Cnj+Pos+Prt+3SgProxSubj+3SgObvObj', 'mawadish+VTA+Cnj+Pos+Prt+3SgProxSubj+3PlObvObj']"
miinaapan,"['miizh+VTA+Cnj+Pos+Prt+3SgProxSubj+3SgObvObj', 'miizh+VTA+Cnj+Pos+Prt+3SgProxSubj+3PlObvObj']"
mikawaapan,"['mikaw+VTA+Cnj+Pos+Prt+3SgProxSubj+3SgObvObj', 'mikaw+VTA+Cnj+Pos+Prt+3SgProxSubj+3PlObvObj']"
mizhwaapan,"['mizhwi+VTA+Cnj+Pos+Prt+3SgProxSubj+3SgObvObj', 'mizho+VTA+Cnj+Pos+Prt+3SgProxSubj+3SgObvObj', 'mizhwi+VTA+Cnj+Pos+Prt+3SgProxSubj+3PlObvObj', 'mizho+VTA+Cnj+Pos+Prt+3SgProxSubj+3PlObvObj']"
waabamaapan,"['waabam+VTA+Cnj+Pos+Prt+3SgProxSubj+3SgObvObj', 'waabam+VTA+Cnj+Pos+Prt+3SgProxSubj+3PlObvObj']"
mizhosinowangidiban,"['mizhwi+VTA+Cnj+Neg+Prt+3SgProxSubj+ExclObj', 'mizho+VTA+Cnj+Neg+Prt+3SgProxSubj+ExclObj']"
mizhosinowangiban,"['mizhwi+VTA+Cnj+Neg+Prt+3SgProxSubj+InclObj', 'mizho+VTA+Cnj+Neg+Prt+3SgProxSubj+InclObj']"
mizhonangiban,"['mizhwi+VTA+Cnj+Pos+Prt+3SgProxSubj+InclObj', 'mizho+VTA+Cnj+Pos+Prt+3SgProxSubj+InclObj']"
mawadisigoosiwegiban,"['mawadish+VTA+Cnj+Neg+Prt+XSubj+2PlObj', 'mawadish+VTA+Cnj+Neg+Prt+ExclSubj+2PlObj']"
miinigoosiwegiban,"['miizh+VTA+Cnj+Neg+Prt+XSubj+2PlObj', 'miizh+VTA+Cnj+Neg+Prt+ExclSubj+2PlObj']"
mikaagoosiwegiban,"['mikaw+VTA+Cnj+Neg+Prt+XSubj+2PlObj', 'mikaw+VTA+Cnj+Neg+Prt+ExclSubj+2PlObj']"
mizhogoosiwegiban,"['mizhwi+VTA+Cnj+Neg+Prt+XSubj+2PlObj', 'mizho+VTA+Cnj+Neg+Prt+XSubj+2PlObj', 'mizhwi+VTA+Cnj+Neg+Prt+ExclSubj+2PlObj', 'mizho+VTA+Cnj+Neg+Prt+ExclSubj+2PlObj']"
waabamigoosiwegiban,"['waabam+VTA+Cnj+Neg+Prt+XSubj+2PlObj', 'waabam+VTA+Cnj+Neg+Prt+ExclSubj+2PlObj']"
mawadisigooyegiban,"['mawadish+VTA+Cnj+Pos+Prt+ExclSubj+2PlObj', 'mawadish+VTA+Cnj+Pos+Prt+XSubj+2PlObj']"
miinigooyegiban,"['miizh+VTA+Cnj+Pos+Prt+ExclSubj+2PlObj', 'miizh+VTA+Cnj+Pos+Prt+XSubj+2PlObj']"
mikaagooyegiban,"['mikaw+VTA+Cnj+Pos+Prt+ExclSubj+2PlObj', 'mikaw+VTA+Cnj+Pos+Prt+XSubj+2PlObj']"
mizhogooyegiban,"['mizhwi+VTA+Cnj+Pos+Prt+ExclSubj+2PlObj', 'mizho+VTA+Cnj+Pos+Prt+ExclSubj+2PlObj', 'mizhwi+VTA+Cnj+Pos+Prt+XSubj+2PlObj', 'mizho+VTA+Cnj+Pos+Prt+XSubj+2PlObj']"
waabamigooyegiban,"['waabam+VTA+Cnj+Pos+Prt+ExclSubj+2PlObj', 'waabam+VTA+Cnj+Pos+Prt+XSubj+2PlObj']"
mizhogoosiwaniban,"['mizhwi+VTA+Cnj+Neg+Prt+ExclSubj+2SgObj', 'mizho+VTA+Cnj+Neg+Prt+ExclSubj+2SgObj']"
mizhogooyaniban,"['mizhwi+VTA+Cnj+Pos+Prt+ExclSubj+2SgObj', 'mizho+VTA+Cnj+Pos+Prt+ExclSubj+2SgObj']"
mawadisaasiwangidwaaban,"['mawadish+VTA+Cnj+Neg+Prt+ExclSubj+3PlObvObj', 'mawadish+VTA+Cnj+Neg+Prt+ExclSubj+3PlProxObj']"
miinaasiwangidwaaban,"['miizh+VTA+Cnj+Neg+Prt+ExclSubj+3PlObvObj', 'miizh+VTA+Cnj+Neg+Prt+ExclSubj+3PlProxObj']"
mikawaasiwangidwaaban,"['mikaw+VTA+Cnj+Neg+Prt+ExclSubj+3PlObvObj', 'mikaw+VTA+Cnj+Neg+Prt+ExclSubj+3PlProxObj']"
mizhwaasiwangidwaaban,"['mizhwi+VTA+Cnj+Neg+Prt+ExclSubj+3PlObvObj', 'mizho+VTA+Cnj+Neg+Prt+ExclSubj+3PlObvObj', 'mizhwi+VTA+Cnj+Neg+Prt+ExclSubj+3PlProxObj', 'mizho+VTA+Cnj+Neg+Prt+ExclSubj+3PlProxObj']"
waabamaasiwangidwaaban,"['waabam+VTA+Cnj+Neg+Prt+ExclSubj+3PlObvObj', 'waabam+VTA+Cnj+Neg+Prt+ExclSubj+3PlProxObj']"
mawadisimangidiban,"['mawadish+VTA+Cnj+Pos+Prt+ExclSubj+3PlObvObj', 'mawadish+VTA+Cnj+Pos+Prt+ExclSubj+3SgObvObj']"
miinimangidiban,"['miizh+VTA+Cnj+Pos+Prt+ExclSubj+3PlObvObj', 'miizh+VTA+Cnj+Pos+Prt+ExclSubj+3SgObvObj']"
